ko,dia,home,away,janela,fav,quem,minuto,odd,lay_size,lay_pre,red,fonte,pnl,be
2026-09-02 19:00,2026-09-02,Burnley,Middlesbrough,25-40,>1.80,?,25.200000000000003,15.0,103.23,14.5,0,betfair,0.06785714285714285,0.9364548494983278
2026-09-02 19:00,2026-09-02,Burnley,Middlesbrough,46-60,>1.80,visit,50.2,20.0,123.82,14.5,0,betfair,0.049999999999999996,0.9523809523809524
2026-09-02 19:00,2026-09-02,Burnley,Middlesbrough,60-75,>1.80,visit,60.2,22.0,95.65,14.5,0,betfair,0.04523809523809524,0.9567198177676538
2026-09-02 19:00,2026-09-02,Falkirk,Rangers,10-25,1.40-1.80,?,10.2,19.5,73.69,20.0,0,betfair,0.05135135135135135,0.9511568123393317
2026-09-02 19:00,2026-09-02,Falkirk,Rangers,25-40,1.40-1.80,?,25.200000000000003,23.0,669.98,20.0,0,betfair,0.04318181818181818,0.9586056644880174
2026-09-02 19:00,2026-09-02,Reading,Mansfield,25-40,>1.80,?,25.200000000000003,19.5,1226.98,16.5,0,betfair,0.05135135135135135,0.9511568123393317
2026-09-02 23:00,2026-09-02,Caracas,Portuguesa FC,25-40,>1.80,mand,25.299999999999997,30.0,502.66,21.0,0,betfair,0.03275862068965517,0.9682804674457429
2026-09-02 23:00,2026-09-02,Charleston Battery,Hartford Athletic FC,25-40,1.40-1.80,?,25.299999999999997,17.0,1348.82,18.0,0,betfair,0.059375,0.943952802359882
2026-09-03 16:00,2026-09-03,Palermo,Mantova,10-25,>1.80,?,10.2,13.0,75.04,15.0,0,betfair,0.07916666666666666,0.9266409266409267
2026-09-03 16:00,2026-09-03,Palermo,Mantova,25-40,>1.80,?,25.200000000000003,14.5,105.63,15.0,0,betfair,0.07037037037037036,0.9342560553633218
2026-09-03 17:30,2026-09-03,Hapoel Tel Aviv,Beitar Jerusalem,25-40,>1.80,?,25.200000000000003,14.0,367.23,16.0,0,betfair,0.07307692307692307,0.931899641577061
2026-09-03 17:30,2026-09-03,Hapoel Tel Aviv,Beitar Jerusalem,46-60,>1.80,mand,50.2,20.0,246.1,16.0,0,betfair,0.049999999999999996,0.9523809523809524
2026-09-03 18:00,2026-09-03,FC Copenhagen,FC Nordsjaelland,10-25,>1.80,?,10.2,12.0,1261.13,13.0,0,betfair,0.08636363636363636,0.9205020920502093
2026-09-03 18:30,2026-09-03,FC Basel,Sion,25-40,>1.80,?,30.200000000000003,15.0,2163.91,13.5,0,betfair,0.06785714285714285,0.9364548494983278
2026-09-03 18:30,2026-09-03,FC Basel,Sion,46-60,>1.80,?,50.2,15.5,766.68,13.5,0,betfair,0.06551724137931034,0.9385113268608415
2026-09-03 18:30,2026-09-03,FC Basel,Sion,60-75,>1.80,mand,60.2,21.0,1095.03,13.5,0,betfair,0.0475,0.9546539379474941
2026-09-03 18:30,2026-09-03,Lech Poznan,Jagiellonia Bialystock,25-40,1.40-1.80,?,35.2,21.0,893.46,17.0,0,betfair,0.0475,0.9546539379474941
2026-09-03 18:45,2026-09-03,Hibernian,Hearts,10-25,>1.80,?,10.2,11.0,1840.96,14.0,0,betfair,0.095,0.9132420091324202
2026-09-03 18:45,2026-09-03,Hibernian,Hearts,25-40,>1.80,?,25.200000000000003,13.5,73.7,14.0,0,betfair,0.076,0.929368029739777
2026-09-03 19:00,2026-09-03,Cagliari,Verona,10-25,>1.80,?,20.200000000000003,13.5,620.11,19.5,0,betfair,0.076,0.929368029739777
2026-09-03 19:00,2026-09-03,Cagliari,Verona,25-40,>1.80,?,25.200000000000003,15.5,832.1,19.5,0,betfair,0.06551724137931034,0.9385113268608415
2026-09-03 19:00,2026-09-03,Cagliari,Verona,46-60,>1.80,visit,50.2,19.5,510.32,19.5,0,betfair,0.05135135135135135,0.9511568123393317
2026-09-03 19:00,2026-09-03,Cagliari,Verona,60-75,>1.80,visit,60.2,28.0,386.41,19.5,0,betfair,0.03518518518518518,0.9660107334525939
2026-09-03 19:00,2026-09-03,Univ Catolica (Ecu),Aucas,46-60,>1.80,mand,50.2,28.0,435.76,21.0,0,betfair,0.03518518518518518,0.9660107334525939
2026-09-03 19:00,2026-09-03,Univ Catolica (Ecu),Aucas,60-75,>1.80,mand,60.2,27.0,322.9,21.0,0,betfair,0.036538461538461534,0.9647495361781077
2026-09-03 20:00,2026-09-03,Academia Anzoategui FC,Monagas,10-25,>1.80,?,10.2,14.0,421.9,17.0,0,betfair,0.07307692307692307,0.931899641577061
2026-09-03 21:30,2026-09-03,Deportivo Recoleta,Cerro Porteno,10-25,>1.80,visit,10.2,18.5,479.16,20.0,0,betfair,0.054285714285714284,0.948509485094851
2026-09-03 23:00,2026-09-03,Inter Palmir,Real Soacha Cundinamarca,10-25,>1.80,?,10.2,11.5,1890.47,20.0,0,b365,0.09047619047619047,0.9170305676855895
2026-09-03 23:00,2026-09-03,Inter Palmir,Real Soacha Cundinamarca,25-40,>1.80,?,25.200000000000003,15.0,2879.98,20.0,0,b365,0.06785714285714285,0.9364548494983278
2026-09-03 23:00,2026-09-03,Puerto Cabello,Deportivo La Guaira,25-40,>1.80,?,25.200000000000003,19.5,435.13,24.0,0,betfair,0.05135135135135135,0.9511568123393317
2026-09-03 23:00,2026-09-03,Puerto Cabello,Deportivo La Guaira,46-60,>1.80,visit,50.2,25.0,388.2,24.0,0,betfair,0.03958333333333333,0.9619238476953909
2026-09-04 15:00,2026-09-04,NK Dren Vrhnika,Rudar,10-25,>1.80,?,10.3,13.5,383.51,60.0,0,b365,0.076,0.929368029739777
2026-09-04 16:00,2026-09-04,Hobro,Hvidovre,10-25,>1.80,?,20.299999999999997,13.5,1536.26,16.0,0,betfair,0.076,0.929368029739777
2026-09-04 16:00,2026-09-04,Hobro,Hvidovre,25-40,>1.80,?,25.299999999999997,14.0,662.3,16.0,0,betfair,0.07307692307692307,0.931899641577061
2026-09-04 16:00,2026-09-04,Hobro,Hvidovre,46-60,>1.80,visit,50.3,18.5,770.58,16.0,0,betfair,0.054285714285714284,0.948509485094851
2026-09-04 16:00,2026-09-04,Omonia 29th May,Karmiotissa Polemidion,10-25,>1.80,?,10.3,13.0,1741.33,17.0,1,betfair,-1.0,0.9266409266409267
2026-09-04 16:00,2026-09-04,Prostejov,MAS Taborsko,10-25,>1.80,?,20.299999999999997,15.0,246.87,17.0,0,b365,0.06785714285714285,0.9364548494983278
2026-09-04 16:00,2026-09-04,Prostejov,MAS Taborsko,25-40,>1.80,visit,25.299999999999997,16.0,136.16,17.0,0,b365,0.06333333333333332,0.9404388714733543
2026-09-04 16:00,2026-09-04,Prostejov,MAS Taborsko,46-60,>1.80,visit,50.3,26.0,287.82,17.0,0,b365,0.038,0.9633911368015414
2026-09-04 16:00,2026-09-04,Septemvri,Botev Vratsa,25-40,>1.80,visit,30.299999999999997,29.0,112.27,22.0,0,betfair,0.033928571428571426,0.9671848013816926
2026-09-04 16:00,2026-09-04,Usti Nad Labem,Slavia Praha B,10-25,>1.80,?,10.3,10.5,119.02,16.0,0,b365,0.09999999999999999,0.9090909090909092
2026-09-04 16:00,2026-09-04,Usti Nad Labem,Slavia Praha B,25-40,>1.80,?,25.299999999999997,11.5,242.57,16.0,0,b365,0.09047619047619047,0.9170305676855895
2026-09-04 17:00,2026-09-04,Aalesunds,Start,10-25,>1.80,?,10.3,13.0,2425.77,14.5,0,b365,0.07916666666666666,0.9266409266409267
2026-09-04 17:00,2026-09-04,Basaksehir,Galatasaray,10-25,1.40-1.80,?,10.3,17.5,1020.61,15.0,0,betfair,0.05757575757575757,0.9455587392550143
2026-09-04 17:00,2026-09-04,Basaksehir,Galatasaray,25-40,1.40-1.80,?,25.299999999999997,19.0,653.07,15.0,0,betfair,0.05277777777777778,0.949868073878628
2026-09-04 17:00,2026-09-04,Basaksehir,Galatasaray,46-60,1.40-1.80,?,50.3,18.5,914.62,15.0,0,betfair,0.054285714285714284,0.948509485094851
2026-09-04 17:00,2026-09-04,Basaksehir,Galatasaray,60-75,1.40-1.80,visit,60.3,23.0,846.6,15.0,0,betfair,0.04318181818181818,0.9586056644880174
2026-09-04 17:00,2026-09-04,Fredrikstad,Bodo Glimt,10-25,<=1.40,?,20.299999999999997,26.0,873.13,22.0,0,betfair,0.038,0.9633911368015414
2026-09-04 17:00,2026-09-04,Fredrikstad,Bodo Glimt,25-40,<=1.40,?,25.299999999999997,24.0,1193.54,22.0,0,betfair,0.041304347826086954,0.9603340292275574
2026-09-04 17:00,2026-09-04,Fredrikstad,Bodo Glimt,46-60,<=1.40,?,50.3,30.0,917.53,22.0,0,betfair,0.03275862068965517,0.9682804674457429
2026-09-04 17:00,2026-09-04,Viborg,Lyngby,25-40,>1.80,?,25.299999999999997,11.5,1446.69,15.0,0,betfair,0.09047619047619047,0.9170305676855895
2026-09-04 17:00,2026-09-04,Viborg,Lyngby,46-60,>1.80,?,50.3,13.0,1330.2,15.0,0,betfair,0.07916666666666666,0.9266409266409267
2026-09-04 17:00,2026-09-04,Viborg,Lyngby,60-75,>1.80,?,60.3,19.5,1226.44,15.0,0,betfair,0.05135135135135135,0.9511568123393317
2026-09-04 17:30,2026-09-04,Aarau,Rapperswil-Jona,10-25,1.40-1.80,?,20.299999999999997,10.5,1805.54,16.5,0,betfair,0.09999999999999999,0.9090909090909092
2026-09-04 17:30,2026-09-04,Aarau,Rapperswil-Jona,25-40,1.40-1.80,?,25.299999999999997,11.0,2100.83,16.5,0,betfair,0.095,0.9132420091324202
2026-09-04 17:30,2026-09-04,Aarau,Rapperswil-Jona,46-60,1.40-1.80,?,50.3,12.5,1281.12,16.5,0,betfair,0.08260869565217391,0.9236947791164659
2026-09-04 17:30,2026-09-04,Aarau,Rapperswil-Jona,60-75,1.40-1.80,?,60.3,13.5,871.6,16.5,0,betfair,0.076,0.929368029739777
2026-09-04 17:30,2026-09-04,Kriens,Stade Lausanne-Ouchy,10-25,>1.80,?,20.299999999999997,16.0,491.06,18.0,0,betfair,0.06333333333333332,0.9404388714733543
2026-09-04 18:00,2026-09-04,Boulogne,Dijon,25-40,>1.80,?,25.299999999999997,16.0,815.99,19.0,0,betfair,0.06333333333333332,0.9404388714733543
2026-09-04 18:00,2026-09-04,Emmen,FC Volendam,25-40,>1.80,?,25.299999999999997,15.0,781.75,13.5,0,betfair,0.06785714285714285,0.9364548494983278
2026-09-04 18:00,2026-09-04,Emmen,FC Volendam,46-60,>1.80,mand,50.3,17.5,500.69,13.5,0,betfair,0.05757575757575757,0.9455587392550143
2026-09-04 18:00,2026-09-04,Pau,Sochaux,25-40,>1.80,mand,25.299999999999997,19.5,1369.29,19.0,0,b365,0.05135135135135135,0.9511568123393317
2026-09-04 18:00,2026-09-04,Pau,Sochaux,46-60,>1.80,mand,50.3,25.0,964.79,19.0,0,b365,0.03958333333333333,0.9619238476953909
2026-09-04 18:00,2026-09-04,RKC Waalwijk,NAC Breda,10-25,>1.80,?,20.299999999999997,12.0,954.62,15.0,0,betfair,0.08636363636363636,0.9205020920502093
2026-09-04 18:00,2026-09-04,RKC Waalwijk,NAC Breda,25-40,>1.80,?,25.299999999999997,19.0,495.81,15.0,0,betfair,0.05277777777777778,0.949868073878628
2026-09-04 18:00,2026-09-04,RKC Waalwijk,NAC Breda,46-60,>1.80,?,50.3,24.0,211.74,15.0,0,betfair,0.041304347826086954,0.9603340292275574
2026-09-04 18:15,2026-09-04,Arda,Botev Plovdiv,10-25,>1.80,?,10.3,12.0,815.17,21.0,0,betfair,0.08636363636363636,0.9205020920502093
2026-09-04 18:30,2026-09-04,Livingston,Stenhousemuir,10-25,1.40-1.80,?,10.3,9.8,562.0,22.0,0,betfair,0.10795454545454544,0.9025641025641027
2026-09-04 18:30,2026-09-04,Livingston,Stenhousemuir,46-60,1.40-1.80,?,50.3,17.0,101.84,22.0,0,betfair,0.059375,0.943952802359882
2026-09-04 18:30,2026-09-04,Livingston,Stenhousemuir,60-75,1.40-1.80,?,60.3,22.0,203.17,22.0,0,betfair,0.04523809523809524,0.9567198177676538
2026-09-04 18:30,2026-09-04,Piast Gliwice,GKS Katowice,10-25,>1.80,?,10.3,11.5,184.79,13.5,0,betfair,0.09047619047619047,0.9170305676855895
2026-09-04 18:30,2026-09-04,Stuttgart,FC Koln,46-60,1.40-1.80,?,50.3,27.0,88.28,16.5,0,betfair,0.036538461538461534,0.9647495361781077
2026-09-04 18:45,2026-09-04,Altrincham,Eastleigh,10-25,>1.80,?,10.3,14.0,231.77,17.0,0,betfair,0.07307692307692307,0.931899641577061
2026-09-04 18:45,2026-09-04,Genoa,Como,10-25,1.40-1.80,?,10.3,11.5,320.27,21.0,0,betfair,0.09047619047619047,0.9170305676855895
2026-09-04 18:45,2026-09-04,Treaty United,Wexford F.C,10-25,>1.80,?,20.299999999999997,12.5,717.88,16.5,0,betfair,0.08260869565217391,0.9236947791164659
2026-09-04 18:45,2026-09-04,Treaty United,Wexford F.C,25-40,>1.80,?,25.299999999999997,13.5,719.58,16.5,0,betfair,0.076,0.929368029739777
2026-09-04 19:45,2026-09-04,Estudiantes Rio Cuarto,Sarmiento de Junin,10-25,>1.80,visit,10.3,20.0,820.1,34.0,0,betfair,0.049999999999999996,0.9523809523809524
2026-09-04 19:45,2026-09-04,Estudiantes Rio Cuarto,Sarmiento de Junin,25-40,>1.80,visit,25.200000000000003,25.0,657.75,34.0,0,betfair,0.03958333333333333,0.9619238476953909
2026-09-04 19:45,2026-09-04,Estudiantes Rio Cuarto,Sarmiento de Junin,46-60,>1.80,visit,50.3,30.0,910.84,34.0,0,betfair,0.03275862068965517,0.9682804674457429
2026-09-04 21:15,2026-09-04,Academia de Balompie Bol,Universitario de Vinto,25-40,1.40-1.80,?,25.299999999999997,15.5,147.2,17.0,0,betfair,0.06551724137931034,0.9385113268608415
2026-09-04 21:15,2026-09-04,Academia de Balompie Bol,Universitario de Vinto,46-60,1.40-1.80,?,50.3,18.5,158.3,17.0,0,betfair,0.054285714285714284,0.948509485094851
2026-09-04 22:00,2026-09-04,CSD Rangers,Deportes Temuco,10-25,>1.80,?,10.3,15.5,659.73,18.5,0,b365,0.06551724137931034,0.9385113268608415
2026-09-04 22:00,2026-09-04,CSD Rangers,Deportes Temuco,25-40,>1.80,mand,25.299999999999997,22.0,80.25,18.5,0,b365,0.04523809523809524,0.9567198177676538
2026-09-04 22:00,2026-09-04,CSD Rangers,Deportes Temuco,46-60,>1.80,mand,50.3,24.0,505.49,18.5,0,b365,0.041304347826086954,0.9603340292275574
2026-09-04 22:30,2026-09-04,Criciuma,Cuiaba,10-25,>1.80,mand,10.3,21.0,69.46,29.0,0,betfair,0.0475,0.9546539379474941
2026-09-04 22:30,2026-09-04,Criciuma,Cuiaba,25-40,>1.80,mand,25.299999999999997,29.0,850.61,29.0,0,betfair,0.033928571428571426,0.9671848013816926
2026-09-04 23:30,2026-09-04,Athletic Club,Vila Nova,25-40,>1.80,mand,25.299999999999997,23.0,133.32,23.0,0,betfair,0.04318181818181818,0.9586056644880174
2026-09-05 08:00,2026-09-05,Concordia Chiajna,Afumati,10-25,1.40-1.80,?,10.3,12.5,71.48,21.0,0,b365,0.08260869565217391,0.9236947791164659
2026-09-05 08:00,2026-09-05,Concordia Chiajna,Afumati,25-40,1.40-1.80,?,25.299999999999997,15.5,826.13,21.0,0,b365,0.06551724137931034,0.9385113268608415
2026-09-05 08:00,2026-09-05,Concordia Chiajna,Afumati,46-60,1.40-1.80,?,50.3,18.5,680.45,21.0,0,b365,0.054285714285714284,0.948509485094851
2026-09-05 08:00,2026-09-05,Concordia Chiajna,Afumati,60-75,1.40-1.80,?,60.3,20.0,655.75,21.0,0,b365,0.049999999999999996,0.9523809523809524
2026-09-05 08:00,2026-09-05,Ramnicu-Valcea,CSM Resita,25-40,>1.80,visit,25.299999999999997,17.0,141.95,19.5,0,b365,0.059375,0.943952802359882
2026-09-05 09:00,2026-09-05,FC Gifu,Kanazawa,10-25,>1.80,?,20.299999999999997,12.0,416.8,22.0,0,b365,0.08636363636363636,0.9205020920502093
2026-09-05 09:00,2026-09-05,FC Gifu,Kanazawa,25-40,>1.80,?,25.299999999999997,12.5,377.62,22.0,0,b365,0.08260869565217391,0.9236947791164659
2026-09-05 09:00,2026-09-05,FC Gifu,Kanazawa,46-60,>1.80,?,50.3,20.0,71.15,22.0,0,b365,0.049999999999999996,0.9523809523809524
2026-09-05 09:00,2026-09-05,FC Gifu,Kanazawa,60-75,>1.80,?,60.3,23.0,713.66,22.0,0,b365,0.04318181818181818,0.9586056644880174
2026-09-05 09:00,2026-09-05,Sagamihara,Nagano Parceiro,10-25,>1.80,?,10.3,12.5,1410.7,21.0,0,b365,0.08260869565217391,0.9236947791164659
2026-09-05 09:00,2026-09-05,Sagamihara,Nagano Parceiro,25-40,>1.80,?,25.299999999999997,14.5,1174.61,21.0,0,b365,0.07037037037037036,0.9342560553633218
2026-09-05 09:00,2026-09-05,Sagamihara,Nagano Parceiro,46-60,>1.80,?,50.3,18.5,1126.74,21.0,0,b365,0.054285714285714284,0.948509485094851
2026-09-05 10:00,2026-09-05,Tokushima,Iwaki SC,25-40,>1.80,?,25.299999999999997,15.5,587.19,21.0,0,b365,0.06551724137931034,0.9385113268608415
2026-09-05 10:00,2026-09-05,Tokushima,Iwaki SC,46-60,>1.80,mand,50.3,21.0,575.4,21.0,0,b365,0.0475,0.9546539379474941
2026-09-05 10:00,2026-09-05,Tondela,Porto B,10-25,1.40-1.80,?,20.299999999999997,25.0,1069.27,22.0,0,b365,0.03958333333333333,0.9619238476953909
2026-09-05 10:00,2026-09-05,Tondela,Porto B,25-40,1.40-1.80,?,25.299999999999997,29.0,972.12,22.0,0,b365,0.033928571428571426,0.9671848013816926
2026-09-05 10:00,2026-09-05,Tosu,Tegevajaro Miyazaki,46-60,>1.80,mand,55.3,30.0,89.78,19.5,0,b365,0.03275862068965517,0.9682804674457429
2026-09-05 10:00,2026-09-05,Tosu,Tegevajaro Miyazaki,60-75,>1.80,mand,60.3,30.0,2404.64,19.5,0,b365,0.03275862068965517,0.9682804674457429
2026-09-05 10:00,2026-09-05,Yongin FC,Suwon FC,46-60,>1.80,?,50.3,16.0,853.92,17.5,0,b365,0.06333333333333332,0.9404388714733543
2026-09-05 11:00,2026-09-05,Holstein Kiel,Nurnberg,25-40,>1.80,?,30.4,11.5,124.34,13.5,1,b365,-1.0,0.9170305676855895
2026-09-05 11:00,2026-09-05,Kaiserslautern,SV Darmstadt,25-40,>1.80,mand,35.4,24.0,96.76,14.5,0,b365,0.041304347826086954,0.9603340292275574
2026-09-05 11:00,2026-09-05,Kaiserslautern,SV Darmstadt,46-60,>1.80,mand,50.3,23.0,2726.9,14.5,0,b365,0.04318181818181818,0.9586056644880174
2026-09-05 11:30,2026-09-05,FK BSK Banja Luka,Celik Zenica,60-75,>1.80,visit,60.400000000000006,30.0,136.4,20.0,0,b365,0.03275862068965517,0.9682804674457429
2026-09-05 11:30,2026-09-05,Fleetwood Town,Shrewsbury,25-40,>1.80,mand,30.4,26.0,1725.69,21.0,0,b365,0.038,0.9633911368015414
2026-09-05 11:30,2026-09-05,Lincoln,Southampton,25-40,>1.80,visit,35.4,20.0,2561.39,17.5,0,b365,0.049999999999999996,0.9523809523809524
2026-09-05 11:30,2026-09-05,Lincoln,Southampton,46-60,>1.80,visit,50.400000000000006,21.0,4130.63,17.5,0,b365,0.0475,0.9546539379474941
2026-09-05 11:30,2026-09-05,Newcastle,Bournemouth,10-25,>1.80,?,10.399999999999999,10.5,2548.22,14.0,1,b365,-1.0,0.9090909090909092
2026-09-05 11:30,2026-09-05,Preston,Blackburn,10-25,>1.80,?,10.399999999999999,12.0,842.57,16.5,0,b365,0.08636363636363636,0.9205020920502093
2026-09-05 11:30,2026-09-05,Southend,Yeovil,10-25,1.40-1.80,?,20.4,11.5,445.67,19.0,0,b365,0.09047619047619047,0.9170305676855895
2026-09-05 11:30,2026-09-05,Southend,Yeovil,25-40,1.40-1.80,?,25.4,12.0,444.96,19.0,0,b365,0.08636363636363636,0.9205020920502093
2026-09-05 11:30,2026-09-05,Southend,Yeovil,46-60,1.40-1.80,?,50.400000000000006,15.0,226.47,19.0,0,b365,0.06785714285714285,0.9364548494983278
2026-09-05 12:00,2026-09-05,Metz,Rodez,10-25,>1.80,?,10.399999999999999,15.5,112.94,17.5,0,b365,0.06551724137931034,0.9385113268608415
2026-09-05 12:00,2026-09-05,Preussen Munster,TSV Havelse,10-25,1.40-1.80,?,10.399999999999999,22.0,1737.21,17.0,0,b365,0.04523809523809524,0.9567198177676538
2026-09-05 12:00,2026-09-05,Reims,Guingamp,10-25,1.40-1.80,?,10.399999999999999,10.0,537.51,17.5,1,b365,-1.0,0.9045226130653267
2026-09-05 12:00,2026-09-05,Reims,Guingamp,25-40,1.40-1.80,?,25.4,13.5,297.03,17.5,1,b365,-1.0,0.929368029739777
2026-09-05 12:00,2026-09-05,SV Meppen,Saarbrucken,10-25,>1.80,?,10.399999999999999,11.0,150.73,14.0,0,b365,0.095,0.9132420091324202
2026-09-05 12:00,2026-09-05,Waldhof Mannheim,Verl,46-60,>1.80,?,50.400000000000006,12.5,748.96,15.5,0,b365,0.08260869565217391,0.9236947791164659
2026-09-05 13:00,2026-09-05,Penafiel,Academica,25-40,>1.80,mand,25.4,25.0,1232.11,60.0,0,b365,0.03958333333333333,0.9619238476953909
2026-09-05 13:30,2026-09-05,Hoffenheim,Dortmund,25-40,>1.80,?,35.4,13.5,100.0,13.0,0,b365,0.076,0.929368029739777
2026-09-05 13:30,2026-09-05,Hoffenheim,Dortmund,46-60,>1.80,?,50.400000000000006,14.0,87.74,13.0,0,b365,0.07307692307692307,0.931899641577061
2026-09-05 13:30,2026-09-05,Hoffenheim,Dortmund,60-75,>1.80,?,60.400000000000006,18.0,200.1,13.0,0,b365,0.055882352941176466,0.947075208913649
2026-09-05 13:30,2026-09-05,Mgladbach,Elversberg,10-25,>1.80,?,10.399999999999999,13.0,3682.63,14.0,0,b365,0.07916666666666666,0.9266409266409267
2026-09-05 13:30,2026-09-05,Paderborn,Freiburg,10-25,>1.80,?,20.4,15.0,142.49,14.5,0,b365,0.06785714285714285,0.9364548494983278
2026-09-05 13:30,2026-09-05,Paderborn,Freiburg,25-40,>1.80,?,25.4,17.0,502.24,14.5,0,b365,0.059375,0.943952802359882
2026-09-05 13:30,2026-09-05,Paderborn,Freiburg,46-60,>1.80,visit,50.400000000000006,23.0,422.8,14.5,0,b365,0.04318181818181818,0.9586056644880174
2026-09-05 13:30,2026-09-05,Paderborn,Freiburg,60-75,>1.80,visit,60.400000000000006,25.0,89.72,14.5,0,b365,0.03958333333333333,0.9619238476953909
2026-09-05 13:30,2026-09-05,Stal Mielec,Odra Opole,10-25,>1.80,?,10.399999999999999,15.0,691.46,21.0,0,b365,0.06785714285714285,0.9364548494983278
2026-09-05 13:30,2026-09-05,Stal Mielec,Odra Opole,25-40,>1.80,?,25.4,17.5,891.4,21.0,0,b365,0.05757575757575757,0.9455587392550143
2026-09-05 13:30,2026-09-05,Stal Rzeszow,Polonia Warszawa,10-25,>1.80,?,10.399999999999999,10.5,1058.08,16.5,0,b365,0.09999999999999999,0.9090909090909092
2026-09-05 13:30,2026-09-05,Stal Rzeszow,Polonia Warszawa,25-40,>1.80,?,25.4,11.5,1356.95,16.5,0,b365,0.09047619047619047,0.9170305676855895
2026-09-05 13:30,2026-09-05,Werder Bremen,RB Leipzig,10-25,>1.80,?,10.399999999999999,9.6,7460.88,13.5,0,b365,0.11046511627906977,0.9005235602094241
2026-09-05 13:30,2026-09-05,Werder Bremen,RB Leipzig,25-40,>1.80,?,25.4,11.5,148.55,13.5,0,b365,0.09047619047619047,0.9170305676855895
2026-09-05 13:30,2026-09-05,Werder Bremen,RB Leipzig,46-60,>1.80,?,50.400000000000006,13.5,239.0,13.5,0,b365,0.076,0.929368029739777
2026-09-05 14:00,2026-09-05,AFC Fylde,Worthing,10-25,1.40-1.80,?,20.4,17.5,44.48,16.0,1,b365,-1.0,0.9455587392550143
2026-09-05 14:00,2026-09-05,AFC Fylde,Worthing,25-40,1.40-1.80,?,25.4,17.5,44.48,16.0,1,b365,-1.0,0.9455587392550143
2026-09-05 14:00,2026-09-05,AFC Fylde,Worthing,46-60,1.40-1.80,?,50.400000000000006,25.0,41.98,16.0,1,b365,-1.0,0.9619238476953909
2026-09-05 14:00,2026-09-05,Asane,Hodd,10-25,>1.80,?,10.399999999999999,12.5,91.24,14.5,1,betfair,-1.0,0.9236947791164659
2026-09-05 14:00,2026-09-05,Asane,Hodd,25-40,>1.80,?,25.4,15.0,1085.03,14.5,1,betfair,-1.0,0.9364548494983278
2026-09-05 14:00,2026-09-05,Barnsley,Stevenage,10-25,>1.80,?,10.399999999999999,16.0,143.0,18.5,0,b365,0.06333333333333332,0.9404388714733543
2026-09-05 14:00,2026-09-05,Barnsley,Stevenage,25-40,>1.80,mand,25.4,21.0,699.75,18.5,0,b365,0.0475,0.9546539379474941
2026-09-05 14:00,2026-09-05,Bradford,Mansfield,46-60,>1.80,mand,50.400000000000006,29.0,131.53,20.0,0,b365,0.033928571428571426,0.9671848013816926
2026-09-05 14:00,2026-09-05,Brighton,Leeds,10-25,>1.80,?,10.399999999999999,10.0,457.2,16.0,0,b365,0.10555555555555556,0.9045226130653267
2026-09-05 14:00,2026-09-05,Brighton,Leeds,25-40,>1.80,?,25.4,13.5,215.53,16.0,0,b365,0.076,0.929368029739777
2026-09-05 14:00,2026-09-05,Brighton,Leeds,46-60,>1.80,?,50.400000000000006,15.5,80.77,16.0,0,b365,0.06551724137931034,0.9385113268608415
2026-09-05 14:00,2026-09-05,Brighton,Leeds,60-75,>1.80,visit,60.400000000000006,21.0,84.1,16.0,0,b365,0.0475,0.9546539379474941
2026-09-05 14:00,2026-09-05,Burton Albion,Cambridge Utd,10-25,>1.80,?,10.399999999999999,13.0,1583.64,22.0,1,b365,-1.0,0.9266409266409267
2026-09-05 14:00,2026-09-05,Cheltenham,Grimsby,10-25,>1.80,?,10.399999999999999,11.0,1869.32,17.0,1,b365,-1.0,0.9132420091324202
2026-09-05 14:00,2026-09-05,Chesterfield,Barnet,10-25,>1.80,?,20.4,13.0,591.01,20.0,0,b365,0.07916666666666666,0.9266409266409267
2026-09-05 14:00,2026-09-05,Doncaster,Plymouth,10-25,>1.80,?,20.4,13.5,803.21,20.0,0,b365,0.076,0.929368029739777
2026-09-05 14:00,2026-09-05,Dundee Utd,Falkirk,10-25,>1.80,?,10.399999999999999,11.5,323.87,16.5,0,b365,0.09047619047619047,0.9170305676855895
2026-09-05 14:00,2026-09-05,Dundee Utd,Falkirk,25-40,>1.80,?,25.4,12.5,1744.21,16.5,0,b365,0.08260869565217391,0.9236947791164659
2026-09-05 14:00,2026-09-05,Dundee Utd,Falkirk,46-60,>1.80,?,50.5,15.0,1421.65,16.5,0,b365,0.06785714285714285,0.9364548494983278
2026-09-05 14:00,2026-09-05,Dundee Utd,Falkirk,60-75,>1.80,visit,60.5,24.0,23.83,16.5,0,b365,0.041304347826086954,0.9603340292275574
2026-09-05 14:00,2026-09-05,Erzurum BB,Konyaspor,10-25,>1.80,?,10.399999999999999,16.0,701.86,23.0,0,b365,0.06333333333333332,0.9404388714733543
2026-09-05 14:00,2026-09-05,Erzurum BB,Konyaspor,25-40,>1.80,mand,25.4,20.0,375.76,23.0,0,b365,0.049999999999999996,0.9523809523809524
2026-09-05 14:00,2026-09-05,Erzurum BB,Konyaspor,46-60,>1.80,mand,50.400000000000006,28.0,155.94,23.0,0,b365,0.03518518518518518,0.9660107334525939
2026-09-05 14:00,2026-09-05,Fulham,Crystal Palace,10-25,>1.80,?,10.399999999999999,12.0,178.94,16.0,0,b365,0.08636363636363636,0.9205020920502093
