m_l0,m_l1,m_odd_low_le9,m_odd_mid_9a10_5,m_odd_high_gt10_5,anti_martingale,cut_after_first_red_day,Ops_total,Ops_skip,WR_%,PnL_R$,ROI_%,DD_Max_R$,Delta_PnL_vs_Base_R$,Delta_DD_vs_Base_R$,Score_RiskAdj
0.95,0.9,1.05,1.05,1.0,0.0,True,527,37,93.36,7662.65,4.842,1039.78,-982.18,86.77,-999.5375
0.95,0.9,1.05,1.05,1.0,0.05,False,527,0,93.36,9031.02,4.891,1045.0,386.18,91.98,367.7846
0.95,0.9,1.05,1.05,1.0,0.05,True,527,37,93.36,8143.58,4.81,1149.29,-501.26,196.28,-540.5148
0.95,0.9,1.05,1.05,1.0,0.1,False,527,0,93.36,9543.29,4.865,1154.51,898.46,201.49,858.1588
0.95,0.9,1.05,1.05,1.0,0.1,True,527,37,93.36,8624.5,4.782,1258.8,-20.34,305.78,-81.4921
0.95,0.9,1.1,0.95,0.85,0.0,False,527,0,93.36,8390.09,4.919,948.71,-254.75,-4.3,-253.8876
0.95,0.9,1.1,0.95,0.85,0.0,True,527,37,93.36,7602.02,4.873,1050.71,-1042.81,97.7,-1062.3521
0.95,0.9,1.1,0.95,0.85,0.05,False,527,0,93.36,8898.8,4.888,1056.19,253.97,103.18,233.3311
0.95,0.9,1.1,0.95,0.85,0.05,True,527,37,93.36,8080.13,4.837,1158.19,-564.71,205.18,-605.7421
0.95,0.9,1.1,0.95,0.85,0.1,False,527,0,93.36,9407.52,4.861,1163.67,762.68,210.66,720.5499
0.95,0.9,1.1,0.95,0.85,0.1,True,527,37,93.36,8558.23,4.806,1265.67,-86.6,312.66,-149.132
0.95,0.9,1.1,0.95,0.9,0.0,False,527,0,93.36,8445.53,4.93,945.8,-199.3,-7.21,-197.8611
0.95,0.9,1.1,0.95,0.9,0.0,True,527,37,93.36,7651.93,4.885,1047.8,-992.9,94.79,-1011.8605
0.95,0.9,1.1,0.95,0.9,0.05,False,527,0,93.36,8957.67,4.9,1053.21,312.83,100.19,292.7957
0.95,0.9,1.1,0.95,0.9,0.05,True,527,37,93.36,8133.16,4.849,1155.21,-511.68,202.19,-552.1169
0.95,0.9,1.1,0.95,0.9,0.1,False,527,0,93.36,9469.81,4.873,1160.61,824.97,207.6,783.4524
0.95,0.9,1.1,0.95,0.9,0.1,True,527,37,93.36,8614.38,4.818,1262.61,-30.45,309.6,-92.3733
0.95,0.9,1.1,0.95,0.95,0.0,False,527,0,93.36,8500.98,4.942,942.89,-143.86,-10.13,-141.8346
0.95,0.9,1.1,0.95,0.95,0.0,True,527,37,93.36,7701.84,4.896,1044.89,-942.99,91.87,-961.369
0.95,0.9,1.1,0.95,0.95,0.05,False,527,0,93.36,9016.54,4.912,1050.22,371.7,97.21,352.2602
0.95,0.9,1.1,0.95,0.95,0.05,True,527,37,93.36,8186.18,4.861,1152.22,-458.65,199.21,-498.4918
0.95,0.9,1.1,0.95,0.95,0.1,False,527,0,93.36,9532.1,4.885,1157.55,887.26,204.54,846.355
0.95,0.9,1.1,0.95,0.95,0.1,True,527,37,93.36,8670.53,4.83,1259.55,25.69,306.54,-35.6145
0.95,0.9,1.1,0.95,1.0,0.0,False,527,0,93.36,8556.42,4.954,939.98,-88.42,-13.04,-85.8081
0.95,0.9,1.1,0.95,1.0,0.0,True,527,37,93.36,7751.75,4.907,1041.98,-893.09,88.96,-910.8775
0.95,0.9,1.1,0.95,1.0,0.05,False,527,0,93.36,9075.4,4.923,1047.24,430.57,94.22,411.7247
0.95,0.9,1.1,0.95,1.0,0.05,True,527,37,93.36,8239.21,4.872,1149.24,-405.62,196.22,-444.8666
0.95,0.9,1.1,0.95,1.0,0.1,False,527,0,93.36,9594.39,4.897,1154.5,949.55,201.48,909.2575
0.95,0.9,1.1,0.95,1.0,0.1,True,527,37,93.36,8726.68,4.841,1256.5,81.84,303.48,21.1442
0.95,0.9,1.1,1.0,0.85,0.0,False,527,0,93.36,8495.14,4.904,962.99,-149.69,9.98,-151.686
0.95,0.9,1.1,1.0,0.85,0.0,True,527,37,93.36,7678.11,4.847,1067.41,-966.73,114.4,-989.606
0.95,0.9,1.1,1.0,0.85,0.05,False,527,0,93.36,9008.67,4.873,1072.98,363.83,119.97,339.8388
0.95,0.9,1.1,1.0,0.85,0.05,True,527,37,93.36,8160.68,4.813,1177.4,-484.16,224.39,-529.0341
0.95,0.9,1.1,1.0,0.85,0.1,False,527,0,93.36,9522.19,4.846,1182.97,877.35,229.96,831.3636
0.95,0.9,1.1,1.0,0.85,0.1,True,527,37,93.36,8643.25,4.782,1287.39,-1.59,334.37,-68.4621
0.95,0.9,1.1,1.0,0.9,0.0,False,527,0,93.36,8550.59,4.915,960.08,-94.25,7.06,-95.6595
0.95,0.9,1.1,1.0,0.9,0.0,True,527,37,93.36,7728.02,4.859,1064.5,-916.82,111.48,-939.1144
0.95,0.9,1.1,1.0,0.9,0.05,False,527,0,93.36,9067.53,4.885,1070.0,422.7,116.98,399.3034
0.95,0.9,1.1,1.0,0.9,0.05,True,527,37,93.36,8213.71,4.824,1174.42,-431.13,221.4,-475.4089
0.95,0.9,1.1,1.0,0.9,0.1,False,527,0,93.36,9584.48,4.858,1179.91,939.65,226.9,894.2662
0.95,0.9,1.1,1.0,0.9,0.1,True,527,37,93.36,8699.4,4.794,1284.33,54.56,331.32,-11.7034
0.95,0.9,1.1,1.0,0.95,0.0,False,527,0,93.36,8606.03,4.927,957.17,-38.8,4.15,-39.633
0.95,0.9,1.1,1.0,0.95,0.0,True,527,37,93.36,7777.93,4.87,1061.59,-866.91,108.57,-888.6229
0.95,0.9,1.1,1.0,0.95,0.05,False,527,0,93.36,9126.4,4.897,1067.01,481.57,114.0,458.7679
0.95,0.9,1.1,1.0,0.95,0.05,True,527,37,93.36,8266.73,4.836,1171.43,-378.1,218.41,-421.7838
0.95,0.9,1.1,1.0,0.95,0.1,False,527,0,93.36,9646.77,4.87,1176.85,1001.94,223.84,957.1687
0.95,0.9,1.1,1.0,0.95,0.1,True,527,37,93.36,8755.54,4.806,1281.27,110.71,328.26,45.0553
0.95,0.9,1.1,1.0,1.0,0.0,False,527,0,93.36,8661.48,4.938,954.25,16.64,1.24,16.3935
0.95,0.9,1.1,1.0,1.0,0.0,True,527,37,93.36,7827.84,4.881,1058.67,-817.0,105.66,-838.1314
0.95,0.9,1.1,1.0,1.0,0.05,False,527,0,93.36,9185.27,4.909,1064.03,540.43,111.01,518.2324
0.95,0.9,1.1,1.0,1.0,0.05,True,527,37,93.36,8319.76,4.847,1168.44,-325.07,215.43,-368.1586
0.95,0.9,1.1,1.0,1.0,0.1,False,527,0,93.36,9709.06,4.882,1173.8,1064.23,220.78,1020.0713
0.95,0.9,1.1,1.0,1.0,0.1,True,527,37,93.36,8811.69,4.817,1278.22,166.85,325.2,101.8141
0.95,0.9,1.1,1.05,0.85,0.0,False,527,0,93.36,8600.2,4.889,977.27,-44.63,24.26,-49.4844
0.95,0.9,1.1,1.05,0.85,0.0,True,527,37,93.36,7754.19,4.822,1084.11,-890.64,131.1,-916.8598
0.95,0.9,1.1,1.05,0.85,0.05,False,527,0,93.36,9118.53,4.859,1089.77,473.7,136.76,446.3465
0.95,0.9,1.1,1.05,0.85,0.05,True,527,37,93.36,8241.23,4.788,1196.61,-403.61,243.59,-452.3261
0.95,0.9,1.1,1.05,0.85,0.1,False,527,0,93.36,9636.86,4.832,1202.27,992.03,249.25,942.1774
0.95,0.9,1.1,1.05,0.85,0.1,True,527,37,93.36,8728.26,4.759,1309.11,83.43,356.09,12.2077
0.95,0.9,1.1,1.05,0.9,0.0,False,527,0,93.36,8655.65,4.901,974.36,10.81,21.34,6.5421
0.95,0.9,1.1,1.05,0.9,0.0,True,527,37,93.36,7804.1,4.834,1081.2,-840.73,128.18,-866.3683
0.95,0.9,1.1,1.05,0.9,0.05,False,527,0,93.36,9177.4,4.871,1086.79,532.56,133.77,505.811
0.95,0.9,1.1,1.05,0.9,0.05,True,527,37,93.36,8294.26,4.8,1193.62,-350.58,240.61,-398.7009
0.95,0.9,1.1,1.05,0.9,0.1,False,527,0,93.36,9699.15,4.844,1199.21,1054.32,246.2,1005.08
0.95,0.9,1.1,1.05,0.9,0.1,True,527,37,93.36,8784.41,4.77,1306.05,139.57,353.04,68.9665
0.95,0.9,1.1,1.05,0.95,0.0,False,527,0,93.36,8711.09,4.912,971.45,66.25,18.43,62.5686
0.95,0.9,1.1,1.05,0.95,0.0,True,527,37,93.36,7854.01,4.845,1078.29,-790.82,125.27,-815.8768
0.95,0.9,1.1,1.05,0.95,0.05,False,527,0,93.36,9236.27,4.882,1083.8,591.43,130.78,565.2756
0.95,0.9,1.1,1.05,0.95,0.05,True,527,37,93.36,8347.28,4.811,1190.64,-297.55,237.62,-345.0758
0.95,0.9,1.1,1.05,0.95,0.1,False,527,0,93.36,9761.45,4.856,1196.15,1116.61,243.14,1067.9825
0.95,0.9,1.1,1.05,0.95,0.1,True,527,37,93.36,8840.56,4.782,1302.99,195.72,349.98,125.7252
0.95,0.9,1.1,1.05,1.0,0.0,False,527,0,93.36,8766.53,4.923,968.53,121.7,15.52,118.5951
0.95,0.9,1.1,1.05,1.0,0.0,True,527,37,93.36,7903.92,4.856,1075.37,-740.91,122.36,-765.3853
0.95,0.9,1.1,1.05,1.0,0.05,False,527,0,93.36,9295.14,4.894,1080.81,650.3,127.8,624.7401
0.95,0.9,1.1,1.05,1.0,0.05,True,527,37,93.36,8400.31,4.823,1187.65,-244.52,234.64,-291.4506
0.95,0.9,1.1,1.05,1.0,0.1,False,527,0,93.36,9823.74,4.868,1193.09,1178.9,240.08,1130.8851
0.95,0.9,1.1,1.05,1.0,0.1,True,527,37,93.36,8896.7,4.794,1299.93,251.87,346.92,182.484
0.95,0.95,0.95,0.95,0.85,0.0,False,527,0,93.36,7691.98,4.885,863.01,-952.86,-90.01,-934.8577
0.95,0.95,0.95,0.95,0.85,0.0,True,527,37,93.36,6929.15,4.815,957.37,-1715.68,4.35,-1716.5543
0.95,0.95,0.95,0.95,0.85,0.05,False,527,0,93.36,8149.98,4.853,960.19,-494.85,7.18,-496.2888
0.95,0.95,0.95,0.95,0.85,0.05,True,527,37,93.36,7358.71,4.778,1054.55,-1286.12,101.54,-1306.4315
0.95,0.95,0.95,0.95,0.85,0.1,False,527,0,93.36,8607.99,4.825,1058.97,-36.85,105.95,-58.0387
0.95,0.95,0.95,0.95,0.85,0.1,True,527,37,93.36,7788.27,4.747,1153.33,-856.56,200.31,-896.6274
0.95,0.95,0.95,0.95,0.9,0.0,False,527,0,93.36,7746.97,4.898,861.55,-897.87,-91.46,-879.5727
0.95,0.95,0.95,0.95,0.9,0.0,True,527,37,93.36,6978.61,4.827,955.91,-1666.22,2.9,-1666.8042
0.95,0.95,0.95,0.95,0.9,0.05,False,527,0,93.36,8208.4,4.866,957.21,-436.44,4.19,-437.2745
0.95,0.95,0.95,0.95,0.9,0.05,True,527,37,93.36,7411.29,4.791,1051.57,-1233.55,98.55,-1253.2565
0.95,0.95,0.95,0.95,0.9,0.1,False,527,0,93.36,8669.83,4.838,1055.91,24.99,102.9,4.4137
0.95,0.95,0.95,0.95,0.9,0.1,True,527,37,93.36,7843.97,4.76,1150.27,-800.87,197.26,-840.3189
0.95,0.95,0.95,0.95,0.95,0.0,False,527,0,93.36,7801.96,4.91,860.1,-842.87,-92.92,-824.2877
0.95,0.95,0.95,0.95,0.95,0.0,True,527,37,93.36,7028.07,4.839,954.46,-1616.77,1.44,-1617.0542
0.95,0.95,0.95,0.95,0.95,0.05,False,527,0,93.36,8266.82,4.879,954.22,-378.02,1.21,-378.2602
0.95,0.95,0.95,0.95,0.95,0.05,True,527,37,93.36,7463.87,4.803,1048.58,-1180.97,95.57,-1200.0816
0.95,0.95,0.95,0.95,0.95,0.1,False,527,0,93.36,8731.67,4.851,1052.85,86.83,99.84,66.866
0.95,0.95,0.95,0.95,0.95,0.1,True,527,37,93.36,7899.66,4.772,1147.21,-745.17,194.2,-784.0103
0.95,0.95,0.95,0.95,1.0,0.0,False,527,0,93.36,7856.96,4.922,858.64,-787.88,-94.38,-769.0026
0.95,0.95,0.95,0.95,1.0,0.0,True,527,37,93.36,7077.53,4.851,953.0,-1567.31,-0.02,-1567.3041
0.95,0.95,0.95,0.95,1.0,0.05,False,527,0,93.36,8325.23,4.891,951.24,-319.6,-1.78,-319.2459
0.95,0.95,0.95,0.95,1.0,0.05,True,527,37,93.36,7516.44,4.816,1045.6,-1128.39,92.58,-1146.9067
0.95,0.95,0.95,0.95,1.0,0.1,False,527,0,93.36,8793.51,4.864,1049.79,148.67,96.78,129.3183
0.95,0.95,0.95,0.95,1.0,0.1,True,527,37,93.36,7955.36,4.785,1144.15,-689.47,191.14,-727.7018
0.95,0.95,0.95,1.0,0.85,0.0,False,527,0,93.36,7797.48,4.87,883.06,-847.35,-69.96,-833.3614
0.95,0.95,0.95,1.0,0.85,0.0,True,527,37,93.36,7005.54,4.788,979.84,-1639.29,26.82,-1644.659
0.95,0.95,0.95,1.0,0.85,0.05,False,527,0,93.36,8260.36,4.838,976.98,-384.48,23.97,-389.2735
0.95,0.95,0.95,1.0,0.85,0.05,True,527,37,93.36,7439.62,4.752,1073.76,-1205.22,120.75,-1229.3687
0.95,0.95,0.95,1.0,0.85,0.1,False,527,0,93.36,8723.23,4.81,1078.27,78.39,125.25,53.3417
0.95,0.95,0.95,1.0,0.85,0.1,True,527,37,93.36,7873.69,4.722,1175.05,-771.14,222.03,-815.551
0.95,0.95,0.95,1.0,0.9,0.0,False,527,0,93.36,7852.48,4.882,881.6,-792.36,-71.41,-778.0764
0.95,0.95,0.95,1.0,0.9,0.0,True,527,37,93.36,7055.0,4.8,978.38,-1589.84,25.37,-1594.909
0.95,0.95,0.95,1.0,0.9,0.05,False,527,0,93.36,8318.77,4.851,974.0,-326.06,20.98,-330.2592
0.95,0.95,0.95,1.0,0.9,0.05,True,527,37,93.36,7492.19,4.765,1070.78,-1152.64,117.76,-1176.1938
0.95,0.95,0.95,1.0,0.9,0.1,False,527,0,93.36,8785.07,4.823,1075.21,140.23,122.19,115.7941
0.95,0.95,0.95,1.0,0.9,0.1,True,527,37,93.36,7929.39,4.734,1171.99,-715.45,218.97,-759.2425
0.95,0.95,0.95,1.0,0.95,0.0,False,527,0,93.36,7907.47,4.894,880.14,-737.37,-72.87,-722.7914
0.95,0.95,0.95,1.0,0.95,0.0,True,527,37,93.36,7104.46,4.812,976.92,-1540.38,23.91,-1545.159
0.95,0.95,0.95,1.0,0.95,0.05,False,527,0,93.36,8377.19,4.863,971.01,-267.65,17.99,-271.2449
0.95,0.95,0.95,1.0,0.95,0.05,True,527,37,93.36,7544.77,4.777,1067.79,-1100.06,114.77,-1123.0189
0.95,0.95,0.95,1.0,0.95,0.1,False,527,0,93.36,8846.91,4.836,1072.15,202.07,119.14,178.2464
0.95,0.95,0.95,1.0,0.95,0.1,True,527,37,93.36,7985.08,4.747,1168.93,-659.75,215.92,-702.9339
0.95,0.95,0.95,1.0,1.0,0.0,False,527,0,93.36,7962.46,4.906,878.69,-682.37,-74.33,-667.5064
0.95,0.95,0.95,1.0,1.0,0.0,True,527,37,93.36,7153.92,4.823,975.47,-1490.92,22.45,-1495.4089
0.95,0.95,0.95,1.0,1.0,0.05,False,527,0,93.36,8435.61,4.876,968.02,-209.23,15.01,-212.2306
0.95,0.95,0.95,1.0,1.0,0.05,True,527,37,93.36,7597.35,4.789,1064.8,-1047.49,111.79,-1069.8439
0.95,0.95,0.95,1.0,1.0,0.1,False,527,0,93.36,8908.75,4.848,1069.09,263.91,116.08,240.6987
0.95,0.95,0.95,1.0,1.0,0.1,True,527,37,93.36,8040.78,4.76,1165.87,-604.05,212.86,-646.6254
0.95,0.95,0.95,1.05,0.85,0.0,False,527,0,93.36,7902.99,4.854,903.11,-741.85,-49.91,-731.8651
0.95,0.95,0.95,1.05,0.85,0.0,True,527,37,93.36,7081.93,4.761,1002.3,-1562.91,49.29,-1572.7638
0.95,0.95,0.95,1.05,0.85,0.05,False,527,0,93.36,8370.73,4.823,993.77,-274.11,40.75,-282.2582
0.95,0.95,0.95,1.05,0.85,0.05,True,527,37,93.36,7520.52,4.727,1092.97,-1124.32,139.95,-1152.306
0.95,0.95,0.95,1.05,0.85,0.1,False,527,0,93.36,8838.47,4.795,1097.57,193.63,144.55,164.7221
0.95,0.95,0.95,1.05,0.85,0.1,True,527,37,93.36,7959.11,4.697,1196.77,-685.72,243.75,-734.4746
0.95,0.95,0.95,1.05,0.9,0.0,False,527,0,93.36,7957.98,4.867,901.65,-686.85,-51.37,-676.5801
0.95,0.95,0.95,1.05,0.9,0.0,True,527,37,93.36,7131.39,4.773,1000.85,-1513.45,47.83,-1523.0138
0.95,0.95,0.95,1.05,0.9,0.05,False,527,0,93.36,8429.15,4.836,990.78,-215.69,37.77,-223.2439
0.95,0.95,0.95,1.05,0.9,0.05,True,527,37,93.36,7573.1,4.74,1089.98,-1071.74,136.97,-1099.131
0.95,0.95,0.95,1.05,0.9,0.1,False,527,0,93.36,8900.31,4.808,1094.51,255.47,141.49,227.1745
0.95,0.95,0.95,1.05,0.9,0.1,True,527,37,93.36,8014.81,4.71,1193.71,-630.03,240.69,-678.1661
0.95,0.95,0.95,1.05,0.95,0.0,False,527,0,93.36,8012.98,4.879,900.19,-631.86,-52.82,-621.2951
0.95,0.95,0.95,1.05,0.95,0.0,True,527,37,93.36,7180.85,4.785,999.39,-1463.99,46.38,-1473.2637
0.95,0.95,0.95,1.05,0.95,0.05,False,527,0,93.36,8487.56,4.848,987.8,-157.27,34.78,-164.2296
0.95,0.95,0.95,1.05,0.95,0.05,True,527,37,93.36,7625.68,4.752,1087.0,-1019.16,133.98,-1045.9561
0.95,0.95,0.95,1.05,0.95,0.1,False,527,0,93.36,8962.15,4.821,1091.45,317.31,138.44,289.6268
0.95,0.95,0.95,1.05,0.95,0.1,True,527,37,93.36,8070.5,4.723,1190.65,-574.33,237.63,-621.8575
0.95,0.95,0.95,1.05,1.0,0.0,False,527,0,93.36,8067.97,4.891,898.74,-576.87,-54.28,-566.0101
0.95,0.95,0.95,1.05,1.0,0.0,True,527,37,93.36,7230.31,4.797,997.94,-1414.53,44.92,-1423.5137
0.95,0.95,0.95,1.05,1.0,0.05,False,527,0,93.36,8545.98,4.86,984.81,-98.86,31.8,-105.2153
0.95,0.95,0.95,1.05,1.0,0.05,True,527,37,93.36,7678.25,4.764,1084.01,-966.58,131.0,-992.7812
0.95,0.95,0.95,1.05,1.0,0.1,False,527,0,93.36,9023.99,4.834,1088.39,379.15,135.38,352.0791
0.95,0.95,0.95,1.05,1.0,0.1,True,527,37,93.36,8126.2,4.735,1187.59,-518.63,234.58,-565.549
0.95,0.95,1.0,0.95,0.85,0.0,False,527,0,93.36,7942.11,4.89,895.08,-702.73,-57.93,-691.1419
0.95,0.95,1.0,0.95,0.85,0.0,True,527,37,93.36,7173.2,4.831,991.99,-1471.63,38.97,-1479.427
0.95,0.95,1.0,0.95,0.85,0.05,False,527,0,93.36,8416.29,4.857,996.61,-228.55,43.6,-237.2672
0.95,0.95,1.0,0.95,0.85,0.05,True,527,37,93.36,7618.06,4.793,1093.52,-1026.77,140.5,-1054.8717
0.95,0.95,1.0,0.95,0.85,0.1,False,527,0,93.36,8890.47,4.828,1098.14,245.63,145.13,216.6074
0.95,0.95,1.0,0.95,0.85,0.1,True,527,37,93.36,8062.93,4.76,1195.05,-581.91,242.03,-630.3165
0.95,0.95,1.0,0.95,0.9,0.0,False,527,0,93.36,7997.1,4.902,892.17,-647.74,-60.85,-635.5656
0.95,0.95,1.0,0.95,0.9,0.0,True,527,37,93.36,7222.66,4.842,989.07,-1422.17,36.06,-1429.3857
0.95,0.95,1.0,0.95,0.9,0.05,False,527,0,93.36,8474.7,4.869,993.63,-170.13,40.61,-178.2529
0.95,0.95,1.0,0.95,0.9,0.05,True,527,37,93.36,7670.64,4.805,1090.53,-974.19,137.52,-1001.6968
0.95,0.95,1.0,0.95,0.9,0.1,False,527,0,93.36,8952.31,4.841,1095.08,307.47,142.07,279.0598
0.95,0.95,1.0,0.95,0.9,0.1,True,527,37,93.36,8118.62,4.773,1191.99,-526.21,238.97,-574.0079
0.95,0.95,1.0,0.95,0.95,0.0,False,527,0,93.36,8052.09,4.914,889.26,-592.74,-63.76,-579.9893
0.95,0.95,1.0,0.95,0.95,0.0,True,527,37,93.36,7272.12,4.854,986.16,-1372.72,33.15,-1379.3444
0.95,0.95,1.0,0.95,0.95,0.05,False,527,0,93.36,8533.12,4.882,990.64,-111.71,37.62,-119.2386
0.95,0.95,1.0,0.95,0.95,0.05,True,527,37,93.36,7723.22,4.817,1087.55,-921.62,134.53,-948.5219
0.95,0.95,1.0,0.95,0.95,0.1,False,527,0,93.36,9014.15,4.853,1092.02,369.31,139.01,341.5121
0.95,0.95,1.0,0.95,0.95,0.1,True,527,37,93.36,8174.32,4.785,1188.93,-470.52,235.92,-517.6994
0.95,0.95,1.0,0.95,1.0,0.0,False,527,0,93.36,8107.09,4.926,886.34,-537.75,-66.67,-524.4131
0.95,0.95,1.0,0.95,1.0,0.0,True,527,37,93.36,7321.58,4.865,983.25,-1323.26,30.23,-1329.3031
0.95,0.95,1.0,0.95,1.0,0.05,False,527,0,93.36,8591.54,4.894,987.65,-53.3,34.64,-60.2243
0.95,0.95,1.0,0.95,1.0,0.05,True,527,37,93.36,7775.8,4.829,1084.56,-869.04,131.55,-895.347
0.95,0.95,1.0,0.95,1.0,0.1,False,527,0,93.36,9075.99,4.866,1088.97,431.15,135.95,403.9645
0.95,0.95,1.0,0.95,1.0,0.1,True,527,37,93.36,8230.02,4.797,1185.87,-414.82,232.86,-461.3909
0.95,0.95,1.0,1.0,0.85,0.0,False,527,0,93.36,8047.61,4.875,909.73,-597.22,-43.28,-588.5666
0.95,0.95,1.0,1.0,0.85,0.0,True,527,37,93.36,7249.59,4.804,1009.06,-1395.24,56.04,-1406.4528
0.95,0.95,1.0,1.0,0.85,0.05,False,527,0,93.36,8526.66,4.842,1013.4,-118.18,60.38,-130.2519
0.95,0.95,1.0,1.0,0.85,0.05,True,527,37,93.36,7698.97,4.768,1112.73,-945.87,159.71,-977.809
0.95,0.95,1.0,1.0,0.85,0.1,False,527,0,93.36,9005.71,4.814,1117.44,360.87,164.43,327.9878
0.95,0.95,1.0,1.0,0.85,0.1,True,527,37,93.36,8148.35,4.736,1216.77,-496.49,263.75,-549.24
0.95,0.95,1.0,1.0,0.9,0.0,False,527,0,93.36,8102.61,4.886,908.28,-542.23,-44.74,-533.2816
0.95,0.95,1.0,1.0,0.9,0.0,True,527,37,93.36,7299.05,4.816,1007.6,-1345.79,54.59,-1356.7028
0.95,0.95,1.0,1.0,0.9,0.05,False,527,0,93.36,8585.08,4.854,1010.41,-59.76,57.4,-71.2376
0.95,0.95,1.0,1.0,0.9,0.05,True,527,37,93.36,7751.55,4.78,1109.74,-893.29,156.73,-924.6341
0.95,0.95,1.0,1.0,0.9,0.1,False,527,0,93.36,9067.55,4.826,1114.38,422.71,161.37,390.4402
0.95,0.95,1.0,1.0,0.9,0.1,True,527,37,93.36,8204.04,4.748,1213.71,-440.79,260.69,-492.9315
0.95,0.95,1.0,1.0,0.95,0.0,False,527,0,93.36,8157.6,4.898,906.82,-487.24,-46.19,-477.9966
0.95,0.95,1.0,1.0,0.95,0.0,True,527,37,93.36,7348.51,4.827,1006.15,-1296.33,53.13,-1306.9528
0.95,0.95,1.0,1.0,0.95,0.05,False,527,0,93.36,8643.49,4.867,1007.43,-1.34,54.41,-12.2233
0.95,0.95,1.0,1.0,0.95,0.05,True,527,37,93.36,7804.12,4.792,1106.76,-840.71,153.74,-871.4591
0.95,0.95,1.0,1.0,0.95,0.1,False,527,0,93.36,9129.39,4.839,1111.32,484.55,158.31,452.8925
0.95,0.95,1.0,1.0,0.95,0.1,True,527,37,93.36,8259.74,4.76,1210.65,-385.1,257.63,-436.623
0.95,0.95,1.0,1.0,1.0,0.0,False,527,0,93.36,8212.59,4.91,905.36,-432.24,-47.65,-422.7116
0.95,0.95,1.0,1.0,1.0,0.0,True,527,37,93.36,7397.97,4.839,1004.69,-1246.87,51.68,-1257.2027
0.95,0.95,1.0,1.0,1.0,0.05,False,527,0,93.36,8701.91,4.879,1004.44,57.08,51.43,46.791
0.95,0.95,1.0,1.0,1.0,0.05,True,527,37,93.36,7856.7,4.803,1103.77,-788.13,150.75,-818.2842
0.95,0.95,1.0,1.0,1.0,0.1,False,527,0,93.36,9191.23,4.851,1108.27,546.39,155.25,515.3449
0.95,0.95,1.0,1.0,1.0,0.1,True,527,37,93.36,8315.44,4.772,1207.59,-329.4,254.58,-380.3144
0.95,0.95,1.0,1.05,0.85,0.0,False,527,0,93.36,8153.12,4.86,929.78,-491.72,-23.23,-487.0704
0.95,0.95,1.0,1.05,0.85,0.0,True,527,37,93.36,7325.98,4.778,1031.53,-1318.86,78.51,-1334.5576
0.95,0.95,1.0,1.05,0.85,0.05,False,527,0,93.36,8637.03,4.828,1030.19,-7.8,77.17,-23.2367
0.95,0.95,1.0,1.05,0.85,0.05,True,527,37,93.36,7779.87,4.743,1131.94,-864.96,178.92,-900.7462
0.95,0.95,1.0,1.05,0.85,0.1,False,527,0,93.36,9120.95,4.799,1136.74,476.11,183.72,439.3682
0.95,0.95,1.0,1.05,0.85,0.1,True,527,37,93.36,8233.77,4.712,1238.49,-411.07,285.47,-468.1636
0.95,0.95,1.0,1.05,0.9,0.0,False,527,0,93.36,8208.11,4.872,928.33,-436.72,-24.69,-431.7854
0.95,0.95,1.0,1.05,0.9,0.0,True,527,37,93.36,7375.44,4.79,1030.07,-1269.4,77.06,-1284.8076
0.95,0.95,1.0,1.05,0.9,0.05,False,527,0,93.36,8695.45,4.84,1027.2,50.62,74.19,35.7776
0.95,0.95,1.0,1.05,0.9,0.05,True,527,37,93.36,7832.45,4.755,1128.95,-812.38,175.93,-847.5713
0.95,0.95,1.0,1.05,0.9,0.1,False,527,0,93.36,9182.79,4.812,1133.68,537.95,180.67,501.8206
0.95,0.95,1.0,1.05,0.9,0.1,True,527,37,93.36,8289.46,4.724,1235.43,-355.37,282.41,-411.8551
0.95,0.95,1.0,1.05,0.95,0.0,False,527,0,93.36,8263.11,4.883,926.87,-381.73,-26.15,-376.5003
0.95,0.95,1.0,1.05,0.95,0.0,True,527,37,93.36,7424.9,4.802,1028.62,-1219.94,75.6,-1235.0575
0.95,0.95,1.0,1.05,0.95,0.05,False,527,0,93.36,8753.87,4.852,1024.22,109.03,71.2,94.7919
0.95,0.95,1.0,1.05,0.95,0.05,True,527,37,93.36,7885.03,4.767,1125.96,-759.81,172.95,-794.3964
0.95,0.95,1.0,1.05,0.95,0.1,False,527,0,93.36,9244.63,4.824,1130.62,599.79,177.61,564.2729
0.95,0.95,1.0,1.05,0.95,0.1,True,527,37,93.36,8345.16,4.736,1232.37,-299.68,279.35,-355.5466
0.95,0.95,1.0,1.05,1.0,0.0,False,527,0,93.36,8318.1,4.895,925.41,-326.74,-27.6,-321.2153
0.95,0.95,1.0,1.05,1.0,0.0,True,527,37,93.36,7474.36,4.813,1027.16,-1170.48,74.14,-1185.3075
0.95,0.95,1.0,1.05,1.0,0.05,False,527,0,93.36,8812.29,4.864,1021.23,167.45,68.22,153.8063
0.95,0.95,1.0,1.05,1.0,0.05,True,527,37,93.36,7937.61,4.779,1122.98,-707.23,169.96,-741.2215
0.95,0.95,1.0,1.05,1.0,0.1,False,527,0,93.36,9306.47,4.836,1127.56,661.64,174.55,626.7253
0.95,0.95,1.0,1.05,1.0,0.1,True,527,37,93.36,8400.86,4.748,1229.31,-243.98,276.3,-299.238
